date,nav_regular_growth,nav_direct_growth
2015-11-26,20.3826,20.6233
2015-11-27,20.3959,20.6372
2015-11-30,20.3933,20.6354
2015-12-01,20.3969,20.6393
2015-12-02,20.4047,20.6474
2015-12-03,20.4177,20.6609
2015-12-04,20.3976,20.6409
2015-12-07,20.4006,20.6448
2015-12-08,20.4270,20.6718
2015-12-09,20.4299,20.6750
2015-12-10,20.4275,20.6729
2015-12-11,20.4402,20.6861
2015-12-14,20.4460,20.6928
2015-12-15,20.4529,20.7000
2015-12-16,20.4544,20.7019
2015-12-17,20.4544,20.7021
2015-12-18,20.4530,20.7010
2015-12-21,20.4711,20.7202
2015-12-22,20.4845,20.7340
2015-12-23,20.4867,20.7366
2015-12-24,20.4780,20.7281
2015-12-28,20.5059,20.7574
2015-12-29,20.4943,20.7459
2015-12-30,20.5002,20.7523
2015-12-31,20.5087,20.7611
2016-01-01,20.5087,20.7615
2016-01-04,20.5360,20.7899
2016-01-05,20.5261,20.7802
2016-01-06,20.5428,20.7974
2016-01-07,20.5480,20.8030
2016-01-08,20.5466,20.8018
2016-01-11,20.5401,20.7961
